Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
124,2,4,486,6,USED_LIZARD,false,0,3,2,5,0,,,5,4,13
125,2,4,492,3,HIT_MUD,false,0,4,1,5,0,,,5,4,14
126,2,4,495,3,ACCELERATING,false,0,4,1,5,0,,,5,4,14
127,2,4,498,3,ACCELERATING,false,0,4,1,5,0,,,5,4,14
128,2,4,501,3,ACCELERATING,false,0,4,1,5,0,,,5,4,14
129,2,4,504,3,ACCELERATING,false,0,4,1,5,0,,,5,4,14
130,2,4,507,0,HIT_MUD,false,0,5,1,5,0,,,5,4,11
131,2,4,507,0,FIXED_CAR,false,0,3,1,5,0,,,5,4,11
132,2,4,510,3,HIT_MUD,false,0,4,1,5,0,,,5,4,8
133,2,4,513,3,ACCELERATING,false,0,4,1,5,0,,,5,4,8
134,2,4,516,3,ACCELERATING,false,0,4,1,5,0,,,5,5,12
135,2,4,519,3,ACCELERATING,false,0,4,1,5,0,,,6,5,16
136,2,4,522,3,ACCELERATING,false,0,4,1,5,0,,,6,5,16
137,2,4,525,0,HIT_MUD,false,0,5,1,5,0,,,6,5,10
138,2,4,525,0,FIXED_CAR,false,0,3,1,5,0,,,6,5,10
139,2,4,528,0,HIT_MUD,false,0,5,1,5,0,,,6,5,4
140,2,4,528,0,FIXED_CAR,false,0,3,1,5,0,,,6,5,4
141,2,4,531,3,ACCELERATING,false,0,3,1,5,0,,,6,5,4
142,2,4,537,6,ACCELERATING,false,0,3,1,5,0,,,6,5,4
143,2,4,543,3,HIT_MUD,false,0,4,0,5,0,,,6,5,5
144,2,4,546,3,ACCELERATING,false,0,4,0,5,0,,,6,6,9
145,2,4,549,3,ACCELERATING,false,0,4,0,5,0,,,6,6,9
146,2,4,552,3,ACCELERATING,false,0,4,0,5,1,,,6,6,13
147,2,4,555,0,HIT_MUD,false,0,5,0,5,1,,,6,6,10
148,2,4,555,0,FIXED_CAR,false,0,3,0,5,1,,,6,6,10
149,2,4,558,3,ACCELERATING,false,0,3,0,5,1,,,6,6,10
150,2,4,564,6,ACCELERATING,false,0,3,0,5,1,,,6,6,10
151,2,4,570,6,ACCELERATING,false,0,3,0,5,1,,,6,6,10
152,2,4,576,6,USED_LIZARD,false,0,3,0,5,0,,,6,6,10
153,2,4,582,3,HIT_MUD,false,0,4,0,5,0,,,6,6,7
154,2,4,585,3,ACCELERATING,false,0,4,0,6,0,,,6,6,11
155,2,4,588,0,HIT_MUD,false,0,5,0,6,0,,,6,6,8
156,2,4,588,0,FIXED_CAR,false,0,3,0,6,0,,,6,6,8
157,2,4,591,3,ACCELERATING,false,0,3,0,6,0,,,6,6,8
158,2,4,597,6,ACCELERATING,false,0,3,0,7,0,,,6,6,12
159,2,4,603,0,HIT_WALL,false,0,5,0,7,1,,,6,6,11
160,2,4,603,0,FIXED_CAR,false,0,3,0,7,1,,,6,6,11
161,2,4,606,3,ACCELERATING,false,0,3,0,7,1,,,6,6,11
162,2,4,612,6,ACCELERATING,false,0,3,0,7,1,,,6,6,11
163,2,4,618,0,HIT_WALL,false,0,5,0,7,1,,,6,6,6
164,2,4,618,0,FIXED_CAR,false,0,3,0,7,1,,,6,6,6
165,2,4,621,3,ACCELERATING,false,0,3,0,7,1,,,6,6,6
166,2,4,627,6,ACCELERATING,false,0,3,0,7,1,,,6,6,6
167,2,4,633,6,USED_LIZARD,false,0,3,0,7,0,,,6,6,6
168,2,4,639,6,ACCELERATING,false,0,3,0,8,0,,,6,6,10
169,2,4,645,6,ACCELERATING,false,0,3,0,9,0,,,6,6,14
170,2,4,651,6,ACCELERATING,false,0,3,0,9,1,,,6,6,18
171,2,4,657,6,ACCELERATING,false,0,3,0,9,1,,,7,6,22
172,2,4,663,6,USED_LIZARD,false,0,3,0,9,0,,,7,6,22
173,2,4,669,3,HIT_MUD,false,0,4,0,9,0,,,7,6,19
174,2,4,672,3,ACCELERATING,false,0,4,0,9,0,,,7,6,19
175,2,4,675,3,ACCELERATING,false,0,4,0,9,0,,,7,6,19
176,2,4,678,3,ACCELERATING,false,0,4,0,9,0,,,7,6,19
177,2,4,681,3,ACCELERATING,false,0,4,0,9,1,,,7,6,23
178,2,4,684,0,HIT_MUD,false,0,5,1,9,1,,,7,6,24
179,2,4,684,0,FIXED_CAR,false,0,3,1,9,1,,,7,6,24
180,2,4,687,3,HIT_MUD,false,0,4,1,9,1,,,7,6,21
181,2,4,690,3,ACCELERATING,false,0,4,1,9,1,,,7,6,21
182,2,4,693,3,ACCELERATING,false,0,4,1,9,1,,,7,6,21
183,2,4,696,3,ACCELERATING,false,0,4,1,9,1,,,7,6,21
184,2,4,699,3,ACCELERATING,false,0,4,1,9,1,,,7,6,21
185,2,4,702,3,ACCELERATING,false,0,4,1,9,1,,,7,6,21
186,2,4,705,3,ACCELERATING,false,0,4,1,9,1,,,7,6,21
187,2,4,708,3,ACCELERATING,false,0,4,1,9,1,,,7,6,21
188,2,4,711,3,ACCELERATING,false,0,4,1,9,1,,,7,6,21
189,2,4,714,0,HIT_MUD,false,0,5,1,9,1,,,7,6,18
190,2,4,714,0,FIXED_CAR,false,0,3,1,9,1,,,7,6,18
191,2,4,717,3,ACCELERATING,false,0,3,1,9,1,,,7,6,18
192,2,4,723,6,ACCELERATING,false,0,3,1,9,1,,,7,6,18
193,2,4,729,6,USED_BOOST,true,5,3,0,9,1,,,7,6,22
194,2,4,735,6,ACCELERATING,true,4,3,0,9,1,,,7,6,22
195,2,4,741,6,ACCELERATING,true,3,3,0,9,1,,,8,6,26
196,2,4,747,6,ACCELERATING,true,2,3,0,9,1,,,9,6,30
197,2,4,753,6,ACCELERATING,true,1,3,1,9,1,,,9,6,34
198,2,4,759,6,USED_BOOST,true,5,3,0,10,1,,,9,6,42
199,2,4,765,6,ACCELERATING,true,4,3,0,10,1,,,9,6,42
200,2,4,771,6,ACCELERATING,true,3,3,0,10,1,,,10,6,46
201,2,4,777,6,USED_LIZARD,true,2,3,0,10,1,,,10,6,50
202,2,4,783,6,USED_LIZARD,true,1,3,0,10,0,,,11,6,54
203,2,4,789,6,ACCELERATING,false,0,3,0,10,0,,,12,6,58
204,2,4,795,3,HIT_MUD,false,0,4,0,10,0,,,12,6,55
205,2,4,798,0,HIT_WALL,false,0,5,0,10,0,,,12,6,50
206,2,4,798,0,FIXED_CAR,false,0,3,0,10,0,,,12,6,50
207,2,4,801,3,ACCELERATING,false,0,3,0,10,0,,,12,6,50
208,2,4,807,3,HIT_MUD,false,0,4,0,10,0,,,12,6,47
209,2,4,810,3,ACCELERATING,false,0,4,0,10,0,,,12,6,47
210,2,4,813,3,ACCELERATING,false,0,4,0,10,0,,,12,6,47
211,2,4,816,3,ACCELERATING,false,0,4,0,10,0,,,12,6,47
212,2,4,819,0,HIT_MUD,false,0,5,0,10,0,,,12,6,44
213,2,4,819,0,FIXED_CAR,false,0,3,0,10,0,,,12,6,44
214,2,4,822,0,HIT_MUD,false,0,5,0,10,0,,,12,6,38
215,2,4,822,0,FIXED_CAR,false,0,3,0,10,0,,,12,6,38
216,2,4,825,3,HIT_MUD,false,0,4,0,10,0,,,12,6,35
217,2,4,828,0,HIT_MUD,false,0,5,0,10,0,,,12,6,32
218,2,4,828,0,FIXED_CAR,false,0,3,0,10,0,,,12,6,32
219,2,4,831,3,ACCELERATING,false,0,3,0,10,0,,,12,6,32
220,2,4,837,0,HIT_WALL,false,0,5,0,10,0,,,12,6,27
221,2,4,837,0,FIXED_CAR,false,0,3,0,10,0,,,12,6,27
222,2,4,840,3,ACCELERATING,false,0,3,0,11,0,,,12,6,31
223,2,4,846,3,HIT_MUD,false,0,4,0,11,0,,,12,6,28
224,2,4,849,0,HIT_WALL,false,0,5,0,11,0,,,12,6,23
225,2,4,849,0,FIXED_CAR,false,0,3,0,11,0,,,12,6,23
226,2,4,852,3,ACCELERATING,false,0,3,0,11,0,,,12,6,23
227,2,4,858,6,ACCELERATING,false,0,3,0,11,0,,,12,6,23
228,2,4,864,6,ACCELERATING,false,0,3,0,11,0,,,12,6,23
229,2,4,870,3,HIT_MUD,false,0,4,0,11,0,,,12,6,20
230,2,4,873,3,ACCELERATING,false,0,4,1,11,0,,,12,6,24
231,2,4,876,3,ACCELERATING,false,0,4,1,11,0,,,12,6,24
232,2,4,879,0,HIT_MUD,false,0,5,1,11,0,,,12,6,21
233,2,4,879,0,FIXED_CAR,false,0,3,1,11,0,,,12,6,21
234,2,4,882,3,ACCELERATING,false,0,3,1,11,0,,,12,6,21
235,2,4,888,6,ACCELERATING,false,0,3,1,11,0,,,12,6,21
236,2,4,894,6,USED_BOOST,true,5,3,1,11,0,,,12,6,29
237,2,4,900,6,USED_BOOST,true,5,3,0,11,0,,,12,7,37
238,2,4,906,6,ACCELERATING,true,4,3,0,11,0,,,12,7,37
239,2,4,912,6,ACCELERATING,true,3,3,0,11,0,,,12,7,37
240,2,4,918,6,ACCELERATING,true,2,3,0,12,0,,,12,7,41
241,2,4,924,3,HIT_MUD,false,0,4,0,12,0,,,12,7,38
242,2,4,927,3,ACCELERATING,false,0,4,0,12,0,,,12,8,42
243,2,4,930,3,ACCELERATING,false,0,4,0,12,0,,,12,8,42
244,2,4,933,3,ACCELERATING,false,0,4,0,12,0,,,12,9,46
245,2,4,936,3,ACCELERATING,false,0,4,0,12,0,,,12,9,46
246,2,4,939,3,ACCELERATING,false,0,4,0,12,0,,,12,9,46
247,2,4,942,3,ACCELERATING,false,0,4,0,12,0,,,12,9,46
248,2,4,945,3,ACCELERATING,false,0,4,1,12,0,,,12,9,50
249,2,4,948,3,ACCELERATING,false,0,4,1,12,0,,,12,9,50
250,2,4,951,0,HIT_MUD,false,0,5,1,12,0,,,12,9,47
251,2,4,951,0,FIXED_CAR,false,0,3,1,12,0,,,12,9,47
252,2,4,954,3,ACCELERATING,false,0,3,1,12,0,,,12,9,47
253,2,4,960,6,ACCELERATING,false,0,3,1,12,0,,,12,9,47
254,2,4,966,6,USED_BOOST,true,5,3,0,12,0,,,12,9,51
255,2,4,972,0,HIT_MUD,false,0,5,0,12,1,,,12,9,49
256,2,4,972,0,FIXED_CAR,false,0,3,0,12,1,,,12,9,49
257,2,4,975,3,ACCELERATING,false,0,3,0,12,1,,,12,9,49
258,2,4,981,6,ACCELERATING,false,0,3,0,12,1,,,12,9,49
259,2,4,987,6,USED_LIZARD,false,0,3,0,12,0,,,12,9,49
260,2,4,993,6,ACCELERATING,false,0,3,0,12,0,,,12,9,49
261,2,4,999,6,ACCELERATING,false,0,3,0,12,0,,,13,9,53
262,2,4,1005,0,HIT_WALL,false,0,5,0,12,0,,,13,9,48
263,2,4,1005,0,FIXED_CAR,false,0,3,0,12,0,,,13,9,48
264,2,4,1008,3,ACCELERATING,false,0,3,0,12,0,,,13,9,48
265,2,4,1014,6,ACCELERATING,false,0,3,0,12,0,,,13,9,48
266,2,4,1020,6,ACCELERATING,false,0,3,0,12,0,,,14,9,52
267,2,4,1026,6,ACCELERATING,false,0,3,0,13,0,,,14,9,56
268,2,4,1032,0,HIT_MUD,false,0,5,0,13,0,,,14,9,50
269,2,4,1032,0,FIXED_CAR,false,0,3,0,13,0,,,14,9,50
270,2,4,1035,3,ACCELERATING,false,0,3,0,13,0,,,14,9,50
271,2,4,1041,3,HIT_MUD,false,0,4,0,13,0,,,14,9,47
272,2,4,1044,3,ACCELERATING,false,0,4,0,13,0,,,14,9,47
273,2,4,1047,3,ACCELERATING,false,0,4,0,13,0,,,14,9,47
274,2,4,1050,3,ACCELERATING,false,0,4,0,14,0,,,14,9,51
275,2,4,1053,3,ACCELERATING,false,0,4,0,14,0,,,14,9,51
276,2,4,1056,3,ACCELERATING,false,0,4,0,14,0,,,14,9,51
277,2,4,1059,3,ACCELERATING,false,0,4,0,14,0,,,14,9,51
278,2,4,1062,3,ACCELERATING,false,0,4,0,14,0,,,14,9,51
279,2,4,1065,3,ACCELERATING,false,0,4,0,14,0,,,14,9,51
280,2,4,1068,3,ACCELERATING,false,0,4,0,14,0,,,14,9,51
281,2,4,1071,3,ACCELERATING,false,0,4,0,14,0,,,14,9,51
282,2,4,1074,0,HIT_WALL,false,0,5,0,14,0,,,14,9,46
283,2,4,1074,0,FIXED_CAR,false,0,3,0,14,0,,,14,9,46
284,2,4,1077,3,ACCELERATING,false,0,3,0,14,0,,,14,9,46
285,2,4,1083,6,ACCELERATING,false,0,3,0,14,0,,,14,9,46
286,2,4,1089,6,ACCELERATING,false,0,3,0,15,0,,,14,9,50
287,2,4,1095,0,HIT_MUD,false,0,5,0,15,0,,,14,9,41
288,2,4,1095,0,FIXED_CAR,false,0,3,0,15,0,,,14,9,41
289,2,4,1098,3,ACCELERATING,false,0,3,0,16,0,,,14,9,45
290,2,4,1104,6,ACCELERATING,false,0,3,0,16,0,,,14,9,45
291,2,4,1110,6,ACCELERATING,false,0,3,0,16,0,,,14,9,45
292,2,4,1116,0,HIT_WALL,false,0,5,0,16,0,,,14,10,35
293,2,4,1116,0,FIXED_CAR,false,0,3,0,16,0,,,14,10,35
294,2,4,1119,3,HIT_MUD,false,0,4,0,16,0,,,14,10,32
295,2,4,1122,3,ACCELERATING,false,0,4,0,16,0,,,14,10,32
296,2,4,1125,3,ACCELERATING,false,0,4,0,16,0,,,14,10,32
297,2,4,1128,3,ACCELERATING,false,0,4,0,16,0,,,14,10,32
298,2,4,1131,3,ACCELERATING,false,0,4,0,16,0,,,14,10,32
299,2,4,1134,3,ACCELERATING,false,0,4,0,16,0,,,14,10,32
300,2,4,1137,3,ACCELERATING,false,0,4,0,16,0,,,14,10,32
301,2,4,1140,3,ACCELERATING,false,0,4,0,16,0,,,15,10,36
302,2,4,1143,3,ACCELERATING,false,0,4,0,16,0,,,15,10,36
303,2,4,1146,3,ACCELERATING,false,0,4,0,16,0,,,15,10,36
304,2,4,1149,0,HIT_MUD,false,0,5,0,16,0,,,15,10,33
305,2,4,1149,0,FIXED_CAR,false,0,3,0,16,0,,,15,10,33
306,2,4,1152,3,ACCELERATING,false,0,3,0,17,0,,,15,10,37
307,2,4,1158,3,HIT_MUD,false,0,4,0,18,0,,,15,10,38
308,2,4,1161,3,ACCELERATING,false,0,4,0,18,0,,,15,10,38
309,2,4,1164,3,ACCELERATING,false,0,4,0,18,0,,,15,10,38
310,2,4,1167,3,ACCELERATING,false,0,4,0,18,0,,,15,10,38
311,2,4,1170,3,ACCELERATING,false,0,4,0,18,0,,,15,10,38
312,2,4,1173,0,HIT_MUD,false,0,5,0,18,0,,,15,10,35
313,2,4,1173,0,FIXED_CAR,false,0,3,0,18,0,,,15,10,35
314,2,4,1176,3,ACCELERATING,false,0,3,0,18,0,,,15,10,35
315,2,4,1182,3,HIT_MUD,false,0,4,0,18,0,,,15,10,32
316,2,4,1185,3,ACCELERATING,false,0,4,0,18,0,,,15,10,32
317,2,4,1188,3,ACCELERATING,false,0,4,0,18,0,,,15,10,32
318,2,4,1191,3,ACCELERATING,false,0,4,0,18,0,,,15,10,32
319,2,4,1194,0,HIT_MUD,false,0,5,0,18,0,,,15,10,29
320,2,4,1194,0,FIXED_CAR,false,0,3,0,18,0,,,15,10,29
321,2,4,1197,3,HIT_MUD,false,0,4,0,18,0,,,15,10,26
322,2,4,1200,3,ACCELERATING,false,0,4,0,18,0,,,15,10,26
323,2,4,1203,3,ACCELERATING,false,0,4,0,18,0,,,15,11,30
324,2,4,1206,3,ACCELERATING,false,0,4,0,18,0,,,15,12,34
325,2,4,1209,3,ACCELERATING,false,0,4,0,18,0,,,17,12,42
326,2,4,1212,3,ACCELERATING,false,0,4,0,18,0,,,17,12,42
327,2,4,1215,3,ACCELERATING,false,0,4,0,18,0,,,17,12,42
328,2,4,1218,3,ACCELERATING,false,0,4,0,18,0,,,17,12,42
329,2,4,1221,3,ACCELERATING,false,0,4,0,18,0,,,17,12,42
330,2,4,1224,3,ACCELERATING,false,0,4,0,18,0,,,17,12,42
331,2,4,1227,0,HIT_MUD,false,0,5,0,18,0,,,17,12,39
332,2,4,1227,0,FIXED_CAR,false,0,3,0,18,0,,,17,12,39
333,2,4,1230,3,ACCELERATING,false,0,3,0,18,0,,,17,12,39
334,2,4,1236,0,HIT_WALL,false,0,5,0,18,0,,,17,12,31
335,2,4,1236,0,FIXED_CAR,false,0,3,0,18,0,,,17,12,31
336,2,4,1239,3,ACCELERATING,false,0,3,0,18,0,,,17,12,31
337,2,4,1245,6,ACCELERATING,false,0,3,0,18,0,,,17,12,31
338,2,4,1251,3,HIT_MUD,false,0,4,0,18,0,,,17,12,28
339,2,4,1254,0,HIT_MUD,false,0,5,0,18,0,,,17,12,25
340,2,4,1254,0,FIXED_CAR,false,0,3,0,18,0,,,17,12,25
341,2,4,1257,3,ACCELERATING,false,0,3,0,19,0,,,17,12,29
342,2,4,1263,6,ACCELERATING,false,0,3,0,19,0,,,17,12,29
343,2,4,1269,6,ACCELERATING,false,0,3,0,20,0,,,17,12,33
344,2,4,1275,6,ACCELERATING,false,0,3,0,20,0,,,18,13,41
345,2,4,1281,6,ACCELERATING,false,0,3,0,20,0,,,18,13,41
346,2,4,1287,6,ACCELERATING,false,0,3,0,20,0,,,18,13,41
347,2,4,1293,0,HIT_MUD,false,0,5,0,20,0,,,18,13,32
348,2,4,1293,0,FIXED_CAR,false,0,3,0,20,0,,,18,13,32
349,2,4,1296,0,HIT_WALL,false,0,5,0,20,0,,,18,13,27
350,2,4,1296,0,FIXED_CAR,false,0,3,0,20,0,,,18,13,27
351,2,4,1299,3,ACCELERATING,false,0,3,0,20,0,,,18,13,27
352,2,4,1305,6,ACCELERATING,false,0,3,0,20,0,,,18,13,27
353,2,4,1311,3,HIT_MUD,false,0,4,0,20,0,,,18,13,24
354,2,4,1314,3,ACCELERATING,false,0,4,0,20,0,,,18,13,24
355,2,4,1317,3,ACCELERATING,false,0,4,0,20,0,,,18,13,24
356,2,4,1320,3,ACCELERATING,false,0,4,0,20,0,,,18,13,24
357,2,4,1323,3,ACCELERATING,false,0,4,0,20,0,,,18,13,24
